,annotation,plate.barcode,subannotation,tissue
C17.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
D21.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
G8.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
H19.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
J2.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
G9.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
F6.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
G13.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
H20.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
J3.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
K7.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
L9.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
M12.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
N15.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
O18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
H21.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
J4.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
F7.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
G14.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
K8.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
L10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
M13.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
N16.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
O20.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
H22.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
F8.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
G15.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
J5.D041914.3_8_M.1.1,mesenchymal_cells,,a2,Bladder
I1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
J6.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
K10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
K9.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
L11.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
M14.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
O22.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
L12.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
F10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
G16.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
I2.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
J7.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
K11.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
L13.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
M15.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
M16.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
N19.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
N18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
P1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
I3.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
J8.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
K12.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
L14.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
M17.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
N21.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
P3.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
F11.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
G17.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
P4.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
F14.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
G19.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
F12.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
I5.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
J10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
K14.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
G18.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
I4.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
J9.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
K13.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
L15.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
M18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
N22.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
L16.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
F15.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
G20.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
I6.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
J11.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
K15.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
L17.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
M20.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
M19.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
O2.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
P6.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
O1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
P5.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
I7.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
J13.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
L18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
M21.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
O3.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
P7.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
F16.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
G21.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
O4.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
P8.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
F18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
H1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
F17.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
G22.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
I8.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
J14.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
K17.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
L19.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
M22.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
I9.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
F19.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
H2.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
I13.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
J16.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
K19.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
L21.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
N2.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
K18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
L20.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
N1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
O5.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
P10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
F20.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
H4.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
I14.D041914.3_8_M.1.1,mesenchymal_cells,,b2,Bladder
J18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
K20.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
L22.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
N3.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
O7.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
P12.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
O6.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
P11.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
H5.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
I15.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
J19.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
K21.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
M1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
N4.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
O8.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
P13.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
F21.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
I16.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
J20.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
K22.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
M2.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
N6.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
O9.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
P14.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
F22.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
H6.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
O10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
P15.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
G2.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
G1.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
H7.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
I17.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
J21.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
L1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
M3.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
N7.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
H8.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
G3.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
H9.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
I19.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
I18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
K1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
L3.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
M5.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
J22.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
L2.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
M4.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
N8.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
O11.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
P16.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
N9.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
G4.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
H10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
I20.D041914.3_8_M.1.1,luminal_cells,,a1,Bladder
K2.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
L4.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
O12.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
M6.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
N10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
O13.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
P17.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
P18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
H15.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
I21.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
K3.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
L5.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
M7.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
N11.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
O14.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
P19.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
G5.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
M8.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
N12.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
O15.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
P20.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
G6.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
H16.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
I22.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
K4.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
L6.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
M10.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
N13.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
O16.D041914.3_8_M.1.1,luminal_cells,,b,Bladder
P21.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
G7.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
H18.D041914.3_8_M.1.1,luminal_cells,,a2,Bladder
J1.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
K5.D041914.3_8_M.1.1,mesenchymal_cells,,a1,Bladder
L7.D041914.3_8_M.1.1,mesenchymal_cells,,b1,Bladder
A4.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
B6.D042253.3_9_M.1.1,mesenchymal_cells,,b1,Bladder
C8.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
D10.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
E12.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
F14.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
M8.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
G18.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
H20.D042253.3_9_M.1.1,basal_cells,,,Bladder
J1.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
K4.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
A5.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
F15.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
G19.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
H21.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
J2.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
B7.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
K5.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
L7.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
M9.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
C9.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
D11.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
E13.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
F16.D042253.3_9_M.1.1,basal_cells,,,Bladder
G20.D042253.3_9_M.1.1,basal_cells,,,Bladder
H22.D042253.3_9_M.1.1,basal_cells,,,Bladder
J3.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
K6.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
A6.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
B8.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
C10.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
D12.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
E14.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
L8.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
M10.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
A7.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
G21.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
I1.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
B9.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
J4.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
K7.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
C11.D042253.3_9_M.1.1,mesenchymal_cells,,b1,Bladder
D13.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
E15.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
F17.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
L9.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
D14.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
E16.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
F18.D042253.3_9_M.1.1,basal_cells,,,Bladder
G22.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
I2.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
M11.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
J5.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
K8.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
L10.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
A8.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
B10.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
C12.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
M12.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
E17.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
F19.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
H1.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
I3.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
J6.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
K9.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
L11.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
M13.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
A9.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
B11.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
C13.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
D15.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
J7.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
K10.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
L12.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
M14.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
A11.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
B13.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
A10.D042253.3_9_M.1.1,mesenchymal_cells,,b2,Bladder
C15.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
D17.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
E19.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
B12.D042253.3_9_M.1.1,luminal_cells,,a2,Bladder
C14.D042253.3_9_M.1.1,mesenchymal_cells,,a2,Bladder
D16.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
E18.D042253.3_9_M.1.1,luminal_cells,,a1,Bladder
